kin	ACBD3	1846	synonymous	[3,1,10,1,2,1,3]
emp	ACBD3	1846	missense	[1,1,2,2,3,1,11,2,37,2,2,3]
kin	ACBD3	1846	missense	[1,2,2,4]
emp	ACBD4	875	synonymous	[1,15,3,7,2,3,7,2]
kin	ACBD4	875	synonymous	[8,1,1]
emp	ACBD4	875	missense	[1,2,5,4,1,1,9,2]
kin	ACBD4	875	missense	[8,11,1,28,7]
emp	ACBD5	1437	synonymous	[3,2,1]
kin	ACBD5	1437	synonymous	[7,1,3]
emp	ACBD5	1437	missense	[4,1,6,3,13,47,1,1,6]
kin	ACBD5	1437	missense	[]
emp	ACBD6	694	synonymous	[10]
kin	ACBD6	694	synonymous	[1]
emp	ACBD6	694	missense	[4,3]
kin	ACBD6	694	missense	[5,1,1]
emp	ACBD7	263	synonymous	[]
kin	ACBD7	263	synonymous	[5]
emp	ACBD7	263	missense	[]
kin	ACBD7	263	missense	[]
emp	ACCS	1629	synonymous	[4]
kin	ACCS	1629	synonymous	[2,1,2,42]
emp	ACCS	1629	missense	[]
kin	ACCS	1629	missense	[3]
emp	ACD	1885	synonymous	[2,2,6,9,5,8,6]
kin	ACD	1885	synonymous	[5,2]
emp	ACD	1885	missense	[3,4,1,4,2,2]
kin	ACD	1885	missense	[47,1,6,2,1,1,7]
emp	ACE	3615	synonymous	[2,2,3,7,1,1,5,1,21,10,5,1,1]
kin	ACE	3615	synonymous	[1,47]
emp	ACE	3615	missense	[1,40,1,44]
kin	ACE	3615	missense	[21,47,3]
emp	ACE2	2416	synonymous	[4,1,2,2,1,1,5,3,1,2,20,1,1,6,1,1]
kin	ACE2	2416	synonymous	[18,1,1,3,1,1,3,1,2,24]
emp	ACE2	2416	missense	[1,1,2,10,6]
kin	ACE2	2416	missense	[1,2,2,1,2,12,14,1,1,12,1]
emp	ACER1	786	synonymous	[2,2,1,8,1]
kin	ACER1	786	synonymous	[4]
emp	ACER1	786	missense	[43]
kin	ACER1	786	missense	[4]
emp	ACER3	793	synonymous	[1,3,1]
kin	ACER3	793	synonymous	[2]
emp	ACER3	793	missense	[]
kin	ACER3	793	missense	[]
emp	ACKR1	861	synonymous	[]
kin	ACKR1	861	synonymous	[2]
emp	ACKR1	861	missense	[]
kin	ACKR1	861	missense	[]
emp	ACKR2	1687	synonymous	[1,16,5,19,2,5]
kin	ACKR2	1687	synonymous	[1,1,9,3]
emp	ACKR2	1687	missense	[9,6,3,2,1,26]
kin	ACKR2	1687	missense	[3,2,1,1,4,1,1]
emp	ACKR3	1094	synonymous	[2,2,46]
kin	ACKR3	1094	synonymous	[3]
emp	ACKR3	1094	missense	[5]
kin	ACKR3	1094	missense	[]
emp	ACKR4	1061	synonymous	[1,1,1,5]
kin	ACKR4	1061	synonymous	[1,16]
emp	ACKR4	1061	missense	[5,3,1]
kin	ACKR4	1061	missense	[18,1,18,1,2,21,18]
emp	ACLY	3278	synonymous	[2,22,5,23,24,27,1,3,36,7,12,1,3]
kin	ACLY	3278	synonymous	[2,30,1,1,2,1,3,1,2,1,7,4,1]
emp	ACLY	3278	missense	[1,1]
kin	ACLY	3278	missense	[2]
emp	ACMSD	1001	synonymous	[7]
kin	ACMSD	1001	synonymous	[2,9]
emp	ACMSD	1001	missense	[2,1,1]
kin	ACMSD	1001	missense	[1]
emp	ACO2	2406	synonymous	[8,1,1,9,14,5,1,5,1,24,47,14,1,3,1,1,2,7,2,4,9,1]
kin	ACO2	2406	synonymous	[38,30,1,2,3,1,1,28,2,9,2,1,2]
emp	ACO2	2406	missense	[3,17,3,2,2,2,3,2,1]
kin	ACO2	2406	missense	[1,3]
emp	ACOD1	1420	synonymous	[1,5,1,6,39]
